diagnostic,scale,distance
inter_date,raw,281.79513307331894
inter_date,raw,261.91211948539785
inter_date,raw,244.66093520275302
inter_date,raw,240.00100756236915
inter_date,raw,226.40375596329164
inter_date,raw,302.7351653791526
inter_date,raw,302.83776400826207
inter_date,raw,295.9615684510406
inter_date,raw,276.20236337822
inter_date,raw,254.86384962414363
inter_date,raw,248.55667589294876
inter_date,raw,248.71766360770638
inter_date,raw,230.41584754009227
inter_date,raw,277.1870258894319
inter_date,raw,261.79721966856425
inter_date,raw,279.72303212710415
inter_date,raw,205.01036559159635
inter_date,raw,243.83790844583228
inter_date,raw,219.33449802484225
inter_date,raw,260.40577596274994
inter_date,raw,223.64080203159114
inter_date,raw,254.07130139092095
inter_date,raw,265.51043047397627
inter_date,raw,288.08998986758417
inter_date,raw,256.0397366156091
inter_date,raw,257.11849628323586
inter_date,raw,155.02775769120157
inter_date,raw,224.7476329394923
inter_date,raw,267.59395323796804
inter_date,raw,206.4530241737238
inter_date,raw,229.2050054510362
inter_date,raw,257.79588871449295
inter_date,raw,272.8787641801322
inter_date,raw,255.74489998638802
inter_date,raw,241.12042844169127
inter_date,raw,242.46707864407173
inter_date,raw,185.22224424162656
inter_date,raw,294.8291171735474
inter_date,raw,304.27740808582644
inter_date,raw,311.6858919458743
inter_date,raw,284.38088298467403
inter_date,raw,277.31026600353687
inter_date,raw,215.53906327535861
inter_date,raw,246.349466254363
inter_date,raw,193.30131995829475
inter_date,raw,286.201084924402
inter_date,raw,296.880941043311
inter_date,raw,305.63107769787075
inter_date,raw,277.8769426168628
inter_date,raw,269.8168360202899
inter_date,raw,206.7908421109416
inter_date,raw,19.864046847076683
inter_date,raw,19.5826620958925
inter_date,raw,14.875675254781353
inter_date,raw,16.506807758647714
inter_date,raw,17.347764711229814
inter_date,raw,14.110269394343694
inter_date,raw,13.131772629045646
inter_date,raw,15.442481604173537
inter_date,raw,20.02803095188151
inter_date,raw,15.26799289831041
inter_date,raw,19.91335397833993
inter_date,raw,21.05134737232931
inter_date,raw,21.678076208354792
inter_date,raw,22.977246768218752
inter_date,raw,22.309310996596402
inter_date,raw,22.062951061084497
inter_date,raw,15.136433105023691
inter_date,raw,10.430467048849867
inter_date,raw,14.94488883802594
inter_date,raw,15.665210165325249
inter_date,raw,16.333394071801546
inter_date,raw,17.78768635079576
inter_date,raw,17.591216355247948
inter_date,raw,17.60821135558229
inter_date,raw,13.295966986091614
inter_date,raw,13.878029484799072
inter_date,raw,14.550814082936752
inter_date,raw,15.084434976870316
inter_date,raw,15.836168292566109
inter_date,raw,13.51085322109247
inter_date,raw,15.437277085338716
inter_date,raw,9.754577679955483
inter_date,raw,12.024590380113736
inter_date,raw,12.147653114510481
inter_date,raw,12.868554789911428
inter_date,raw,13.228306589964387
inter_date,raw,13.915668626887223
inter_date,raw,13.60595545375347
inter_date,raw,14.54748996513537
inter_date,raw,11.236036307558013
inter_date,raw,12.44792725144001
inter_date,raw,11.52042699274806
inter_date,raw,8.260184910878495
inter_date,raw,7.847315282493571
inter_date,raw,8.107536176739693
inter_date,raw,13.50143290455463
inter_date,raw,12.539520857406528
inter_date,raw,15.698185745948024
inter_date,raw,12.179461634829584
inter_date,raw,5.786247036024712
inter_date,raw,11.35925781445417
inter_date,raw,12.12147101319842
inter_date,raw,12.820126940163453
inter_date,raw,13.105285647583646
inter_date,raw,13.292496988544936
inter_date,raw,13.965092535454591
inter_date,raw,12.491246935354372
inter_date,raw,6.758812589430751
inter_date,raw,11.477397560505812
inter_date,raw,12.092771355136879
inter_date,raw,12.714118511474144
inter_date,raw,13.233817611385938
inter_date,raw,13.437520764103558
inter_date,raw,13.863975671811149
inter_date,raw,72.45349493690024
inter_date,raw,60.81752077595184
inter_date,raw,49.20477740065104
inter_date,raw,54.30501105966627
inter_date,raw,56.42474180796256
inter_date,raw,40.32715911026664
inter_date,raw,43.100553802651284
inter_date,raw,51.36265203247905
inter_date,raw,67.04602630176633
inter_date,raw,45.91526227218799
inter_date,raw,67.66753899273516
inter_date,raw,73.50796644549746
inter_date,raw,75.55046996481731
inter_date,raw,82.77414767794063
inter_date,raw,81.42250917283255
inter_date,raw,80.5081887287309
inter_date,raw,59.03727888054333
inter_date,raw,44.85255274892654
inter_date,raw,62.333719281972975
inter_date,raw,71.57168401247068
inter_date,raw,73.92177332443109
inter_date,raw,78.40344190391741
inter_date,raw,78.12822374301169
inter_date,raw,79.53405043483846
inter_date,raw,56.72373264549941
inter_date,raw,57.97324660072585
inter_date,raw,69.66468369814008
inter_date,raw,77.10467529521769
inter_date,raw,80.51053613392118
inter_date,raw,71.83961344219364
inter_date,raw,77.6969367999488
inter_date,raw,63.74618335914035
inter_date,raw,62.0686423973299
inter_date,raw,63.29305188302004
inter_date,raw,73.69490476345864
inter_date,raw,81.74035184073787
inter_date,raw,86.06303061184424
inter_date,raw,83.96986952529603
inter_date,raw,86.61186167802498
inter_date,raw,79.26324622661471
inter_date,raw,60.43048692506126
inter_date,raw,60.176142737482806
inter_date,raw,59.92700172471743
inter_date,raw,65.62170626654974
inter_date,raw,70.70867883014617
inter_date,raw,78.15911160057077
inter_date,raw,76.87229476463514
inter_date,raw,85.40341070193747
inter_date,raw,51.987406900041435
inter_date,raw,40.60399640194945
inter_date,raw,59.963456133119706
inter_date,raw,66.20943277279483
inter_date,raw,71.93173226847006
inter_date,raw,74.00906878149975
inter_date,raw,74.34703856144603
inter_date,raw,79.05236736312382
inter_date,raw,53.96674185264918
inter_date,raw,40.75465573754383
inter_date,raw,61.18107151648099
inter_date,raw,66.89103612806214
inter_date,raw,72.1760620190062
inter_date,raw,75.49382070266225
inter_date,raw,75.7124199567963
inter_date,raw,78.89971596001743
inter_date,raw,23.451888440562126
inter_date,raw,26.30634542318278
inter_date,raw,20.10726444182135
inter_date,raw,21.636127745267263
inter_date,raw,21.97949531462709
inter_date,raw,15.930279643616101
inter_date,raw,13.169397697475983
inter_date,raw,28.990479759166917
inter_date,raw,29.55810460126034
inter_date,raw,17.08800749063506
inter_date,raw,23.847824848400744
inter_date,raw,24.409087886043007
inter_date,raw,24.945655218608998
inter_date,raw,29.746548419222403
inter_date,raw,30.339522197009913
inter_date,raw,30.478207476037383
inter_date,raw,27.01402303390205
inter_date,raw,16.230253570181244
inter_date,raw,23.300444508328898
inter_date,raw,24.293499277437515
inter_date,raw,25.28142198570024
inter_date,raw,30.721652632568297
inter_date,raw,31.19752737454868
inter_date,raw,31.728010758108784
inter_date,raw,19.930272798171224
inter_date,raw,27.729641824486045
inter_date,raw,28.401039551732037
inter_date,raw,29.200482098107642
inter_date,raw,30.384172140551513
inter_date,raw,27.59563996790245
inter_date,raw,30.433133181420793
inter_date,raw,20.287149932431426
inter_date,raw,22.05829667904919
inter_date,raw,26.00766828310084
inter_date,raw,27.16497767171477
inter_date,raw,28.129854078473112
inter_date,raw,29.3329105759579
inter_date,raw,29.124731758421397
inter_date,raw,30.885806379537602
inter_date,raw,24.84706196102948
inter_date,raw,24.575896776739448
inter_date,raw,18.88581761912513
inter_date,raw,20.482498336268407
inter_date,raw,19.852469259875097
inter_date,raw,19.757118970133273
inter_date,raw,29.701816723336414
inter_date,raw,28.832387130084246
inter_date,raw,31.446619547296034
inter_date,raw,25.392924117519335
inter_date,raw,9.813741580535112
inter_date,raw,20.542819681732848
inter_date,raw,21.373102811934533
inter_date,raw,21.99810597907617
inter_date,raw,28.322546966448243
inter_date,raw,28.093514121844667
inter_date,raw,30.00468713384627
inter_date,raw,25.32714523420051
inter_date,raw,14.240598402354546
inter_date,raw,22.32321421429143
inter_date,raw,23.362120847136087
inter_date,raw,24.236741589106877
inter_date,raw,28.72017086101185
inter_date,raw,29.3209101804416
inter_date,raw,29.71053304485673
inter_date,raw,209.82384547746804
inter_date,raw,163.50374522432492
inter_date,raw,118.40052585951433
inter_date,raw,171.11331006368962
inter_date,raw,194.59796773763864
inter_date,raw,189.51267390712573
inter_date,raw,191.18778166280097
inter_date,raw,147.65859109381182
inter_date,raw,189.60009999118319
inter_date,raw,190.55505156928123
inter_date,raw,192.39229361608315
inter_date,raw,194.76725273540015
inter_date,raw,157.2521954574577
inter_date,raw,205.62647452069376
inter_date,raw,175.59124612088644
inter_date,raw,208.12114432292967
inter_date,raw,195.61254524478449
inter_date,raw,180.1072266602262
inter_date,raw,193.3826048155265
inter_date,raw,197.62985107446264
inter_date,raw,137.59128463366733
inter_date,raw,193.3212806690557
inter_date,raw,158.06062824872282
inter_date,raw,204.95542851696177
inter_date,raw,141.2584226313097
inter_date,raw,149.87222236196502
inter_date,raw,182.8212029877956
inter_date,raw,134.36780988515565
inter_date,raw,189.0569405912258
inter_date,raw,99.89126528857456
inter_date,raw,189.894347191374
inter_date,raw,190.61253081778727
inter_date,raw,193.34379461639483
inter_date,raw,148.83660444067036
inter_date,raw,114.55849514341487
inter_date,raw,175.78635402642823
inter_date,raw,198.46051844372568
inter_date,raw,200.44541918295008
inter_date,raw,210.8439320693773
inter_date,raw,126.53201646411944
inter_date,raw,179.6530469040388
inter_date,raw,134.24714016640036
inter_date,raw,87.33589202449521
inter_date,raw,145.08284271408525
inter_date,raw,187.64729531884063
inter_date,raw,205.7905380130833
inter_date,raw,208.56648976947832
inter_date,raw,164.70125823528403
inter_date,raw,205.0121802420994
inter_date,raw,161.01393758068926
inter_date,raw,141.48999312588117
inter_date,raw,194.07181031650066
inter_date,raw,197.30594369320622
inter_date,raw,214.6549175559516
inter_date,raw,212.82067890373722
inter_date,raw,163.6419809115823
inter_date,raw,205.1208086249476
inter_date,raw,159.308723380856
inter_date,raw,138.88276573804114
inter_date,raw,192.22014289177224
inter_date,raw,196.741037189209
inter_date,raw,214.53822919403964
inter_date,raw,213.08484644787455
inter_date,raw,161.05701814959227
inter_date,raw,226.72189015662002
inter_date,raw,242.424064571431
inter_date,raw,154.09920660467554
inter_date,raw,161.68620402318984
inter_date,raw,160.51755021981685
inter_date,raw,109.70123794717568
inter_date,raw,83.56288621380278
inter_date,raw,178.83994157452904
inter_date,raw,262.507780496938
inter_date,raw,199.74342917853394
inter_date,raw,245.17802994772518
inter_date,raw,252.59442187880103
inter_date,raw,255.23724083123696
inter_date,raw,257.71821544358977
inter_date,raw,259.6785243563756
inter_date,raw,243.21402611691622
inter_date,raw,199.44444789870448
inter_date,raw,121.949540696923
inter_date,raw,181.9768635542651
inter_date,raw,193.62039828218613
inter_date,raw,208.69989062104966
inter_date,raw,221.26307467421154
inter_date,raw,227.87415269022003
inter_date,raw,229.94054614596521
inter_date,raw,182.96156163444354
inter_date,raw,183.3691875113467
inter_date,raw,191.19255673273477
inter_date,raw,197.97440385901743
inter_date,raw,212.59681618029936
inter_date,raw,180.7711655262373
inter_date,raw,211.78934741523577
inter_date,raw,142.06113497867238
inter_date,raw,187.64348081629998
inter_date,raw,160.96568696760306
inter_date,raw,165.15046800821767
inter_date,raw,176.56486144649236
inter_date,raw,188.71632859551775
inter_date,raw,195.48456278109094
inter_date,raw,212.69027545661208
inter_date,raw,175.62868365904677
inter_date,raw,179.89723422263162
inter_date,raw,147.6172102900252
inter_date,raw,97.20287449208386
inter_date,raw,102.79824495907829
inter_date,raw,116.30572141272042
inter_date,raw,188.65676899622562
inter_date,raw,181.36488969556848
inter_date,raw,226.76294458247423
inter_date,raw,190.76839844491565
inter_date,raw,102.79083304041687
inter_date,raw,152.73303331069448
inter_date,raw,167.6153431933053
inter_date,raw,186.54275888615228
inter_date,raw,199.74090360121176
inter_date,raw,209.97021118085615
inter_date,raw,218.28971983516374
inter_date,raw,194.0041152300396
inter_date,raw,113.14629173478613
inter_date,raw,153.21214964100938
inter_date,raw,166.93102991954493
inter_date,raw,184.71565583865586
inter_date,raw,200.22472493723265
inter_date,raw,211.43196234812976
inter_date,raw,215.08443801491188
inter_date,raw,83.1568100610155
inter_date,raw,81.39840841722364
inter_date,raw,71.79147838739372
inter_date,raw,72.19177090025072
inter_date,raw,73.49889657415986
inter_date,raw,62.417493160018466
inter_date,raw,58.703185502110856
inter_date,raw,71.82973212164073
inter_date,raw,91.03032102128442
inter_date,raw,75.60642727465765
inter_date,raw,86.94681427116673
inter_date,raw,86.94180798781721
inter_date,raw,86.50962477419162
inter_date,raw,89.08630112210882
inter_date,raw,85.03450805128357
inter_date,raw,85.96503130426265
inter_date,raw,63.801892978336056
inter_date,raw,42.47303065868191
inter_date,raw,56.072789640744986
inter_date,raw,57.27807847518564
inter_date,raw,57.542867043787865
inter_date,raw,62.30468290509761
inter_date,raw,61.6199952087292
inter_date,raw,65.78565935057941
inter_date,raw,52.13585447106983
inter_date,raw,59.85984374233817
inter_date,raw,60.360462362929816
inter_date,raw,60.975990591145205
inter_date,raw,61.216596819738974
inter_date,raw,57.136480298950694
inter_date,raw,61.7116349877164
inter_date,raw,44.53468084110458
inter_date,raw,50.97149938936464
inter_date,raw,49.48293657317401
inter_date,raw,51.351221179896655
inter_date,raw,52.25524011089816
inter_date,raw,51.52032365969764
inter_date,raw,54.85690259123971
inter_date,raw,55.68059688120826
inter_date,raw,51.3814081856741
inter_date,raw,48.48961290342304
inter_date,raw,36.805695567268884
inter_date,raw,32.85141966201041
inter_date,raw,31.173907358558697
inter_date,raw,32.681794662792804
inter_date,raw,54.574026832934955
inter_date,raw,50.39677391885885
inter_date,raw,66.20547695297896
inter_date,raw,48.88869160313729
inter_date,raw,25.377213719998423
inter_date,raw,40.373147900907746
inter_date,raw,43.941976758318134
inter_date,raw,46.78086579748075
inter_date,raw,48.21845440532178
inter_date,raw,47.81689405579222
inter_date,raw,51.56794523917427
inter_date,raw,51.696400814204246
inter_date,raw,27.3414259216408
inter_date,raw,41.47273918175764
inter_date,raw,44.24070052941446
inter_date,raw,45.93748987690203
inter_date,raw,48.867547538023146
inter_date,raw,49.02040391510457
inter_date,raw,53.4374634502799
inter_date,raw,421.8735793626874
inter_date,raw,442.0032909676018
inter_date,raw,296.83279023238464
inter_date,raw,332.18918743691825
inter_date,raw,343.79107546797746
inter_date,raw,230.48936681392857
inter_date,raw,179.12465315820606
inter_date,raw,385.99257294544884
inter_date,raw,493.6384759522663
inter_date,raw,333.48853455339577
inter_date,raw,422.7173539252012
inter_date,raw,422.96143617130775
inter_date,raw,427.9687245192885
inter_date,raw,511.28124831735454
inter_date,raw,479.32746318595775
inter_date,raw,493.5963489074467
inter_date,raw,386.65195990093997
inter_date,raw,218.0484805747391
inter_date,raw,317.10978317190614
inter_date,raw,316.5946785342269
inter_date,raw,321.93620199468387
inter_date,raw,425.5641196582205
inter_date,raw,405.5296543968617
inter_date,raw,438.1146872300296
inter_date,raw,289.21496011576215
inter_date,raw,364.5269663909523
inter_date,raw,390.22362712509687
inter_date,raw,398.79879347682515
inter_date,raw,411.5991028034092
inter_date,raw,350.20420063565365
inter_date,raw,397.4083545896073
inter_date,raw,239.00919301407234
inter_date,raw,313.6439111097017
inter_date,raw,304.25708212597044
inter_date,raw,356.1818418508806
inter_date,raw,364.06552752675356
inter_date,raw,368.0323949735947
inter_date,raw,392.5870600292131
inter_date,raw,421.52151063566305
inter_date,raw,333.07286847518174
inter_date,raw,340.26749587640603
inter_date,raw,192.94539922821
inter_date,raw,212.70631441138786
inter_date,raw,207.7680819877229
inter_date,raw,202.80859055957643
inter_date,raw,383.46029859066
inter_date,raw,350.0798654626983
inter_date,raw,448.7596414271336
inter_date,raw,349.1268317429314
inter_date,raw,153.74302152184555
inter_date,raw,241.53975012998822
inter_date,raw,265.0047618619783
inter_date,raw,271.896965450938
inter_date,raw,351.2377666908842
inter_date,raw,321.323189735669
inter_date,raw,415.7922085781379
inter_date,raw,361.1220176161277
inter_date,raw,163.7406167795069
inter_date,raw,259.14143959290976
inter_date,raw,267.9564502418079
inter_date,raw,270.0324605707706
inter_date,raw,384.1030135263195
inter_date,raw,358.7909695371785
inter_date,raw,420.8280368596452
inter_date,raw,315.80058647296187
inter_date,raw,341.7939193919829
inter_date,raw,245.79601310746236
inter_date,raw,247.94237461747514
inter_date,raw,239.86009997397193
inter_date,raw,158.5371276178969
inter_date,raw,153.58447342160105
inter_date,raw,228.24081046018875
inter_date,raw,349.7236174909444
inter_date,raw,266.71413825970876
inter_date,raw,294.6845897573814
inter_date,raw,303.57489808941716
inter_date,raw,305.7136630083778
inter_date,raw,307.6902963246988
inter_date,raw,301.0705205318736
inter_date,raw,300.784705375947
inter_date,raw,249.91876656416258
inter_date,raw,174.74459678955128
inter_date,raw,214.98932697761003
inter_date,raw,234.03553352510588
inter_date,raw,245.4769955762512
inter_date,raw,261.52946148797554
inter_date,raw,270.48948960744343
inter_date,raw,288.2721308565423
inter_date,raw,219.08359597151386
inter_date,raw,234.3688999206166
inter_date,raw,229.0671104096539
inter_date,raw,250.45303000382174
inter_date,raw,268.23297442974564
inter_date,raw,228.09597825831793
inter_date,raw,270.3447672043273
inter_date,raw,203.8571657990443
inter_date,raw,205.8377192515178
inter_date,raw,193.85841436839561
inter_date,raw,197.74376156555542
inter_date,raw,223.84806310786533
inter_date,raw,244.19981694349832
inter_date,raw,259.2912529744257
inter_date,raw,285.87139393273964
inter_date,raw,263.9687199632707
inter_date,raw,167.77849981448756
inter_date,raw,156.0077121491114
inter_date,raw,158.436623576988
inter_date,raw,169.05337808768311
inter_date,raw,188.9491932214785
inter_date,raw,268.1584103393259
inter_date,raw,268.3618598042931
inter_date,raw,331.86247510219107
inter_date,raw,203.51357887304297
inter_date,raw,118.81184479792287
inter_date,raw,182.59512361141154
inter_date,raw,215.4057563784041
inter_date,raw,244.3612117045467
inter_date,raw,248.2836769225687
inter_date,raw,265.29427450160574
inter_date,raw,279.4512213590193
inter_date,raw,209.51827542745582
inter_date,raw,132.47921557559062
inter_date,raw,177.76339444543103
inter_date,raw,208.66806204843044
inter_date,raw,236.2638066008499
inter_date,raw,249.1376884327601
inter_date,raw,266.04159348546557
inter_date,raw,280.66573704743683
inter_date,raw,124.26737686287963
inter_date,raw,116.89234337832478
inter_date,raw,80.45236685973467
inter_date,raw,86.67519417754012
inter_date,raw,87.7481939171074
inter_date,raw,52.97390979574397
inter_date,raw,57.436921923097515
inter_date,raw,81.07976672036354
inter_date,raw,120.94585688488485
inter_date,raw,88.76597777033614
inter_date,raw,123.16530341084584
inter_date,raw,121.26416829346071
inter_date,raw,127.1744911154599
inter_date,raw,127.33699313800594
inter_date,raw,125.27153246144192
inter_date,raw,123.1038627009923
inter_date,raw,98.18945790082122
inter_date,raw,62.476316941473335
inter_date,raw,102.3054192578468
inter_date,raw,111.5937172877364
inter_date,raw,118.22640834835668
inter_date,raw,120.50534714474786
inter_date,raw,123.18373327212137
inter_date,raw,124.89509884012949
inter_date,raw,88.67376840069983
inter_date,raw,93.07343171107526
inter_date,raw,104.37652907348745
inter_date,raw,114.02386576627593
inter_date,raw,121.51611690087314
inter_date,raw,103.1574227530313
inter_date,raw,118.85756406604624
inter_date,raw,89.91567643657929
inter_date,raw,90.49365276347392
inter_date,raw,80.70552918156346
inter_date,raw,96.48207951048042
inter_date,raw,108.50219440396674
inter_date,raw,116.20949755260355
inter_date,raw,117.42772599915803
inter_date,raw,123.0394221571359
inter_date,raw,103.20606121458454
inter_date,raw,84.52418469064962
inter_date,raw,82.34563480494016
inter_date,raw,54.983614983617315
inter_date,raw,64.11504958536126
inter_date,raw,71.34801111787343
inter_date,raw,106.74144746602819
inter_date,raw,95.67522412779999
inter_date,raw,123.71589837973437
inter_date,raw,84.86353716689041
inter_date,raw,40.63722343580364
inter_date,raw,90.16666941730477
inter_date,raw,101.60007821284954
inter_date,raw,109.72815435038929
inter_date,raw,110.55793972263723
inter_date,raw,111.66612251111196
inter_date,raw,113.97315238373339
inter_date,raw,90.08197325082253
inter_date,raw,43.96249416101347
inter_date,raw,88.94161072887998
inter_date,raw,100.80064897277862
inter_date,raw,108.71958386908344
inter_date,raw,111.01183709943042
inter_date,raw,112.44943307994042
inter_date,raw,113.04656910191608
inter_date,raw,76.4104965832263
inter_date,raw,70.52636918203007
inter_date,raw,39.69845415006436
inter_date,raw,42.11970964377829
inter_date,raw,44.62492496992492
inter_date,raw,29.533853658213346
inter_date,raw,23.812605455334545
inter_date,raw,54.94359932824621
inter_date,raw,69.2800240054121
inter_date,raw,46.59011046195472
inter_date,raw,76.3205372410461
inter_date,raw,78.83754582020156
inter_date,raw,81.1451337918377
inter_date,raw,78.00071542712193
inter_date,raw,78.41181162542384
inter_date,raw,73.32519908891193
inter_date,raw,68.67689836508066
inter_date,raw,45.36575893042387
inter_date,raw,71.5636371816488
inter_date,raw,73.22532291951103
inter_date,raw,75.14363230634034
inter_date,raw,72.64117003004104
inter_date,raw,72.36044655881054
inter_date,raw,70.2755101114789
inter_date,raw,73.48666667206663
inter_date,raw,63.32189354702647
inter_date,raw,69.00334274166585
inter_date,raw,69.78575845638802
inter_date,raw,71.11779714971894
inter_date,raw,56.76073686977645
inter_date,raw,63.921070656001405
inter_date,raw,37.7481275158435
inter_date,raw,74.89488665869685
inter_date,raw,60.5122232831241
inter_date,raw,66.01380853023606
inter_date,raw,66.40057013524594
inter_date,raw,67.46909565903206
inter_date,raw,61.20542595772589
inter_date,raw,65.2022266271855
inter_date,raw,48.86847630313918
inter_date,raw,69.25174056605778
inter_date,raw,71.53029661152911
inter_date,raw,42.17002504036205
inter_date,raw,40.554049765479064
inter_date,raw,40.12348869724684
inter_date,raw,62.09816058160698
inter_date,raw,55.27186595969659
inter_date,raw,75.36267470104308
inter_date,raw,65.11475675773539
inter_date,raw,42.32389986756891
inter_date,raw,66.15645912028042
inter_date,raw,69.1739525709332
inter_date,raw,71.86840031812113
inter_date,raw,66.03363140241854
inter_date,raw,65.71121887253565
inter_date,raw,65.17197944486499
inter_date,raw,69.09398791983762
inter_date,raw,46.474551407963354
inter_date,raw,65.30011986789845
inter_date,raw,66.80230249809972
inter_date,raw,68.80425348493397
inter_date,raw,65.59782317090945
inter_date,raw,65.0398458455972
inter_date,raw,64.09827833658471
inter_date,raw,671.009560555692
inter_date,raw,659.7427585358374
inter_date,raw,312.156399196819
inter_date,raw,431.7580633845986
inter_date,raw,503.33117115587316
inter_date,raw,486.1289144132155
inter_date,raw,484.29354230574626
inter_date,raw,468.9689726638945
inter_date,raw,622.1321166245272
inter_date,raw,513.1583199262425
inter_date,raw,733.6748724417247
inter_date,raw,735.1861968560203
inter_date,raw,730.4270206122418
inter_date,raw,697.5701054971703
inter_date,raw,703.0095942327766
inter_date,raw,661.7220184956102
inter_date,raw,584.2322839480397
inter_date,raw,473.9113338810883
inter_date,raw,689.8146360746902
inter_date,raw,694.5982416202223
inter_date,raw,685.1651684343814
inter_date,raw,656.9383612003996
inter_date,raw,680.1658815966111
inter_date,raw,658.8340553584036
inter_date,raw,611.2208314201216
inter_date,raw,542.5828538332275
inter_date,raw,610.3360327857653
inter_date,raw,576.1649908890599
inter_date,raw,617.5817615043834
inter_date,raw,426.16568080970575
inter_date,raw,595.1229214764516
inter_date,raw,545.7115453917111
inter_date,raw,617.1875824291687
inter_date,raw,566.3485867610075
inter_date,raw,609.8859585532989
inter_date,raw,635.923605353063
inter_date,raw,662.825571395098
inter_date,raw,637.9244921917447
inter_date,raw,680.315147122833
inter_date,raw,539.7413001901489
inter_date,raw,524.3908285538836
inter_date,raw,648.0355307443742
inter_date,raw,455.05521479475954
inter_date,raw,517.7690251384851
inter_date,raw,559.5143647885744
inter_date,raw,681.1766299503207
inter_date,raw,690.6666422481151
inter_date,raw,755.7117023596587
inter_date,raw,588.4125068978476
inter_date,raw,438.4524937615412
inter_date,raw,711.9917046567326
inter_date,raw,727.282828409966
inter_date,raw,740.0269692238057
inter_date,raw,720.4269433153939
inter_date,raw,745.6761962027039
inter_date,raw,658.3620683903638
inter_date,raw,604.9206141344184
inter_date,raw,459.1589085205791
inter_date,raw,702.480156684667
inter_date,raw,715.2071409488902
inter_date,raw,723.2501399107728
inter_date,raw,700.0333644259563
inter_date,raw,725.7932934120463
inter_date,raw,634.6944064534785
inter_date,raw,52.66138743130944
inter_date,raw,48.767792845766756
inter_date,raw,34.3565210071434
inter_date,raw,38.31804172225626
inter_date,raw,39.180709235419364
inter_date,raw,34.121631178560534
inter_date,raw,35.35681216776573
inter_date,raw,31.304856613935282
inter_date,raw,46.677576318317776
inter_date,raw,39.517702482859626
inter_date,raw,53.23016901022523
inter_date,raw,53.318938719656416
inter_date,raw,51.1751485912189
inter_date,raw,46.26486247683008
inter_date,raw,45.33204217348969
inter_date,raw,42.367932055584994
inter_date,raw,37.3163359478316
inter_date,raw,32.850332498136076
inter_date,raw,43.40441742934643
inter_date,raw,43.73908026990443
inter_date,raw,41.6854183995178
inter_date,raw,38.68864189791058
inter_date,raw,37.45133747373288
inter_date,raw,35.47603567399911
inter_date,raw,39.22625912270892
inter_date,raw,34.18073897192199
inter_date,raw,38.02481958881468
inter_date,raw,35.57692035442025
inter_date,raw,37.85748259056904
inter_date,raw,24.414482674955746
inter_date,raw,33.23896612483034
inter_date,raw,29.748374305321693
inter_date,raw,37.05652455242885
inter_date,raw,28.809204051747734
inter_date,raw,33.3451244026555
inter_date,raw,34.95794667474458
inter_date,raw,36.641807048909634
inter_date,raw,32.03992115500673
inter_date,raw,34.78732151366699
inter_date,raw,20.453344120565852
inter_date,raw,32.65166079054712
